RN|CCTVID|CCTVNAME|CENTERNAME|XCOORD|YCOORD
2197|E911697|[서해안선]몽탄2터널|국가교통정보센터(고속도로)|126.497778|34.924722
2198|E911698|[서해안선]무안|국가교통정보센터(고속도로)|126.4918884|35.00916176
2199|E911699|[서해안선]무안1터널|국가교통정보센터(고속도로)|126.493333|34.988056
2200|E911700|[서해안선]무안4터널|국가교통정보센터(고속도로)|126.501389|34.957778
2201|E911701|[서해안선]무창포|국가교통정보센터(고속도로)|126.561004|36.23858984
2202|E911702|[서해안선]무창포쉼터|국가교통정보센터(고속도로)|126.576263427734|36.2726898193359
2203|E911703|[서해안선]미원|국가교통정보센터(고속도로)|126.836189270019|35.9685859680175
2204|E911704|[서해안선]반촌|국가교통정보센터(고속도로)|126.7045|36.8911
2205|E911705|[서해안선]발안|국가교통정보센터(고속도로)|126.8826051|37.12341907
2206|E911706|[서해안선]발안천교|국가교통정보센터(고속도로)|126.88583|37.11389
2207|E911707|[서해안선]백운|국가교통정보센터(고속도로)|126.48333|35.16917
2208|E911708|[서해안선]복운교|국가교통정보센터(고속도로)|126.766365051269|36.9247550964355
2209|E911709|[서해안선]복죽|국가교통정보센터(고속도로)|126.832|35.801
2210|E911710|[서해안선]봉덕교|국가교통정보센터(고속도로)|126.588752|36.320452
2211|E911711|[서해안선]부곡1교|국가교통정보센터(고속도로)|126.860458374023|37.3440437316894
2212|E911712|[서해안선]부곡교|국가교통정보센터(고속도로)|126.7141725|35.64334766
2213|E911713|[서해안선]부곡교2|국가교통정보센터(고속도로)|126.705009460449|35.635456085205
2214|E911714|[서해안선]부안|국가교통정보센터(고속도로)|126.767|35.724
2215|E911715|[서해안선]부안휴게소|국가교통정보센터(고속도로)|126.7349167|35.6736882
2216|E911716|[서해안선]부춘|국가교통정보센터(고속도로)|126.49083|35.21889
2217|E911717|[서해안선]불갑산|국가교통정보센터(고속도로)|126.5056186|35.2386528
2218|E911718|[서해안선]비봉|국가교통정보센터(고속도로)|126.8823091|37.24346873
2219|E911719|[서해안선]비인터널토석류|국가교통정보센터(고속도로)|126.621269226074|36.1470222473144
2220|E911720|[서해안선]사포2교|국가교통정보센터(고속도로)|126.688972473144|35.5322494506835
2221|E911721|[서해안선]산수|국가교통정보센터(고속도로)|126.55475616455|36.6883811950683
2222|E911722|[서해안선]삼송|국가교통정보센터(고속도로)|126.5601|36.7117
2223|E911723|[서해안선]상신|국가교통정보센터(고속도로)|126.8877389|37.10947778
2224|E911724|[서해안선]상신2교|국가교통정보센터(고속도로)|126.8866607|37.08395472
2225|E911725|[서해안선]생봉1교|국가교통정보센터(고속도로)|126.4892578125|35.1963424682617
2226|E911726|[서해안선]서김제|국가교통정보센터(고속도로)|126.8394903|35.83441475
2227|E911727|[서해안선]서산|국가교통정보센터(고속도로)|126.5705507|36.80479093
2228|E911728|[서해안선]서산휴게소|국가교통정보센터(고속도로)|126.565297|36.738487
2229|E911729|[서해안선]서서울영업소|국가교통정보센터(고속도로)|126.8597351|37.3480289
2230|E911730|[서해안선]서서울영업소(광장)|국가교통정보센터(고속도로)|126.862894|37.356042
2231|E911731|[서해안선]서서울영업소1|국가교통정보센터(고속도로)|126.865608215332|37.3601646423339
2232|E911732|[서해안선]서천|국가교통정보센터(고속도로)|126.693|36.099
2233|E911733|[서해안선]서천휴게소|국가교통정보센터(고속도로)|126.62778|36.12861
2234|E911734|[서해안선]서평택|국가교통정보센터(고속도로)|126.8689758|36.99797346
2235|E911735|[서해안선]서평택분기점|국가교통정보센터(고속도로)|126.8885345|37.05442286
2236|E911738|[서해안선]서평택분기점2|국가교통정보센터(고속도로)|126.8893333|37.05656667
2237|E911739|[서해안선]서해1|국가교통정보센터(고속도로)|126.850724|36.956262
2238|E911740|[서해안선]서해P15갓길|국가교통정보센터(고속도로)|126.861053466796|36.9607849121093
2239|E911741|[서해안선]서해P80|국가교통정보센터(고속도로)|126.8081284|36.94291306
2240|E911743|[서해안선]서해PF2갓길|국가교통정보센터(고속도로)|126.826751708984|36.9453773498535
2241|E911742|[서해안선]서해PF2갓길2|국가교통정보센터(고속도로)|126.8267517|36.94537735
2242|E911744|[서해안선]서해시점|국가교통정보센터(고속도로)|126.791824|36.943055
2243|E911745|[서해안선]서해시점2|국가교통정보센터(고속도로)|126.793541|36.94298553
2244|E911746|[서해안선]서해종점|국가교통정보센터(고속도로)|126.867751|36.964753
2245|E911747|[서해안선]서해종점2|국가교통정보센터(고속도로)|126.8679352|36.96531296
2246|E911736|[서해안선]서해주탑|국가교통정보센터(고속도로)|126.83833|36.95056
2247|E911748|[서해안선]서해주탑1|국가교통정보센터(고속도로)|126.8463593|36.95416641
2248|E911749|[서해안선]서해진입제한(서울)|국가교통정보센터(고속도로)|126.777572631835|36.9335975646972
2249|E911750|[서해안선]석교|국가교통정보센터(고속도로)|126.683|35.511
2250|E911737|[서해안선]석정|국가교통정보센터(고속도로)|126.870808|36.982585
2251|E911751|[서해안선]석정4교|국가교통정보센터(고속도로)|126.8690948|36.9989624
2252|E911752|[서해안선]선왕교|국가교통정보센터(고속도로)|127.572|36.032
2253|E911753|[서해안선]선운산|국가교통정보센터(고속도로)|126.6832618|35.50869586
2254|E911754|[서해안선]성북교|국가교통정보센터(고속도로)|126.610946655273|36.1574745178222
2255|E911755|[서해안선]성암교|국가교통정보센터(고속도로)|126.49583|34.97444
2256|E911756|[서해안선]소주2교|국가교통정보센터(고속도로)|126.725646972656|35.6595993041992
2257|E911757|[서해안선]소중|국가교통정보센터(고속도로)|126.565499|36.786732
2258|E911758|[서해안선]소중2교|국가교통정보센터(고속도로)|126.565994262695|36.7771415710449
2259|E911759|[서해안선]송악|국가교통정보센터(고속도로)|126.781|36.936
2260|E911760|[서해안선]순산터널|국가교통정보센터(고속도로)|126.870425|37.339496
2261|E911761|[서해안선]순산터널2|국가교통정보센터(고속도로)|126.8742028|37.33668056
2262|E911762|[서해안선]순성교|국가교통정보센터(고속도로)|126.676032|36.868459
2263|E911763|[서해안선]순용|국가교통정보센터(고속도로)|126.496551513671|35.228401184082
2264|E911764|[서해안선]신계|국가교통정보센터(고속도로)|126.490463256835|35.0172843933105
2265|E911765|[서해안선]신리1교|국가교통정보센터(고속도로)|126.697639465332|35.5866432189941
2266|E911766|[서해안선]신리3교|국가교통정보센터(고속도로)|126.6962311|35.5744426
2267|E911767|[서해안선]신송1교|국가교통정보센터(고속도로)|126.591|36.459
2268|E911768|[서해안선]신송교|국가교통정보센터(고속도로)|126.55621|36.644733
2269|E911769|[서해안선]신월교|국가교통정보센터(고속도로)|126.6689453125|35.4531631469726
2270|E911770|[서해안선]신창교|국가교통정보센터(고속도로)|126.569|36.75
2271|E911771|[서해안선]안호1교|국가교통정보센터(고속도로)|126.58667|36.82639
2272|E911772|[서해안선]야목2교|국가교통정보센터(고속도로)|126.887918|37.262359
2273|E911773|[서해안선]양노1교|국가교통정보센터(고속도로)|126.876161|37.22895823
2274|E911774|[서해안선]양노4교|국가교통정보센터(고속도로)|126.8697325|37.20950219
2275|E911775|[서해안선]양장|국가교통정보센터(고속도로)|126.496376037597|34.882755279541
2276|E911776|[서해안선]여미|국가교통정보센터(고속도로)|126.575462341308|36.812644958496
2277|E911777|[서해안선]연지|국가교통정보센터(고속도로)|126.559|36.407
2278|E911778|[서해안선]영광|국가교통정보센터(고속도로)|126.5575782|35.29893038
2279|E911779|[서해안선]영광휴게소|국가교통정보센터(고속도로)|126.509872|35.242044
2280|E911780|[서해안선]영광휴게소(목포)|국가교통정보센터(고속도로)|126.511917|35.24405
2281|E911781|[서해안선]영천교|국가교통정보센터(고속도로)|126.728247|36.904855
2282|E911782|[서해안선]영천교(고정)|국가교통정보센터(고속도로)|126.732198|36.905919
2283|E911783|[서해안선]예지|국가교통정보센터(고속도로)|126.646362304687|35.4106521606445
2284|E911784|[서해안선]옹중3교|국가교통정보센터(고속도로)|126.750509|35.695121
2285|E911785|[서해안선]용연쉼터(서울)|국가교통정보센터(고속도로)|126.647705078125|36.8616409301757
2286|E911786|[서해안선]우곡3교|국가교통정보센터(고속도로)|126.826581|35.984089
2287|E911787|[서해안선]운곡|국가교통정보센터(고속도로)|126.553997|36.61543
2288|E911788|[서해안선]운산터널|국가교통정보센터(고속도로)|126.57|36.76694
2289|E911789|[서해안선]운성|국가교통정보센터(고속도로)|126.679|36.87
2290|E911790|[서해안선]운양교|국가교통정보센터(고속도로)|126.678924560546|35.4807357788085
2291|E911791|[서해안선]웅천터널|국가교통정보센터(고속도로)|126.588159|36.199903
2292|E911792|[서해안선]월전교|국가교통정보센터(고속도로)|126.5893289|36.28826946
2293|E911793|[서해안선]율암교|국가교통정보센터(고속도로)|126.8740002|37.17056
2294|E911794|[서해안선]율촌|국가교통정보센터(고속도로)|126.573097229003|35.3324089050292
2295|E911795|[서해안선]응봉|국가교통정보센터(고속도로)|126.490463256835|35.2052421569824
2296|E911796|[서해안선]인성|국가교통정보센터(고속도로)|126.6387311|35.40445766
2297|E911797|[서해안선]일로|국가교통정보센터(고속도로)|126.48222|34.85889
2298|E911798|[서해안선]일직분기점|국가교통정보센터(고속도로)|126.89556|37.42361
2299|E911799|[서해안선]일직분기점2|국가교통정보센터(고속도로)|126.8950222|37.42354444
2300|E911800|[서해안선]임피|국가교통정보센터(고속도로)|126.83|35.94
2301|E911801|[서해안선]장년|국가교통정보센터(고속도로)|126.481369018554|35.092845916748
2302|E911802|[서해안선]장요육교|국가교통정보센터(고속도로)|126.5563445|36.66359403
2303|E911803|[서해안선]조남1교|국가교통정보센터(고속도로)|126.867805480957|37.3785057067871
2304|E911804|[서해안선]조남분기점1|국가교통정보센터(고속도로)|126.8719522|37.36860128
2305|E911805|[서해안선]종신|국가교통정보센터(고속도로)|126.8278633|35.79425839
2306|E911806|[서해안선]종천교|국가교통정보센터(고속도로)|126.633|36.123
2307|E911807|[서해안선]종천터널토석류|국가교통정보센터(고속도로)|126.668235778808|36.1021995544433
2308|E911811|[서해안선]주교|국가교통정보센터(고속도로)|126.555323|36.400708
2309|E911812|[서해안선]주탑케이블6|국가교통정보센터(고속도로)|126.841476440429|36.9519462585449
2310|E911808|[서해안선]주포|국가교통정보센터(고속도로)|126.563158|36.410793
2311|E911809|[서해안선]죽동|국가교통정보센터(고속도로)|126.653638|36.862645
2312|E911813|[서해안선]죽림분기점|국가교통정보센터(고속도로)|126.465906|34.844354
2313|E911810|[서해안선]죽산3교|국가교통정보센터(고속도로)|126.812515258789|35.7766685485839
2314|E911814|[서해안선]줄포|국가교통정보센터(고속도로)|126.69611|35.59667
2315|E911815|[서해안선]줄포졸음쉼터|국가교통정보센터(고속도로)|126.694717407226|35.5697898864746
2316|E911816|[서해안선]중산|국가교통정보센터(고속도로)|126.587104797363|35.3636817932128
2317|E911817|[서해안선]진죽1교|국가교통정보센터(고속도로)|126.5875984|36.45194
2318|E911818|[서해안선]천수만교|국가교통정보센터(고속도로)|126.591400146484|36.4645080566406
2319|E911819|[서해안선]청하|국가교통정보센터(고속도로)|126.842481|35.907531
2320|E911820|[서해안선]초대|국가교통정보센터(고속도로)|126.747512817382|36.9106483459472
2321|E911821|[서해안선]초록교|국가교통정보센터(고속도로)|126.5548789|36.66953582
2322|E911822|[서해안선]추동1교|국가교통정보센터(고속도로)|126.775|36.057
2323|E911823|[서해안선]추동교|국가교통정보센터(고속도로)|126.785891|36.048801
2324|E911824|[서해안선]춘장대|국가교통정보센터(고속도로)|126.6013874|36.1676413
2325|E911825|[서해안선]춘장대쉼터|국가교통정보센터(고속도로)|126.588966369628|36.1982345581054
2326|E911826|[서해안선]춘장대졸음쉼터|국가교통정보센터(고속도로)|126.593193054199|36.1879959106445
2327|E911827|[서해안선]충훈대교|국가교통정보센터(고속도로)|126.888206481933|37.4094161987304
2328|E911828|[서해안선]태월교|국가교통정보센터(고속도로)|126.710616|36.094309
2329|E911829|[서해안선]팔곡분기점|국가교통정보센터(고속도로)|126.89417|37.30945928
2330|E911830|[서해안선]팔곡분기점2|국가교통정보센터(고속도로)|126.9012528|37.31815556
2331|E911831|[서해안선]팔곡터널(목포)|국가교통정보센터(고속도로)|126.884071350097|37.3170852661132
2332|E911832|[서해안선]팔곡터널2|국가교통정보센터(고속도로)|126.8782139|37.32609722
2333|E911833|[서해안선]팔탄분기점|국가교통정보센터(고속도로)|126.871498566|37.1961160826
2334|E911834|[서해안선]하입석1교|국가교통정보센터(고속도로)|126.695106506347|35.6117973327636
2335|E911835|[서해안선]하입석육교|국가교통정보센터(고속도로)|126.700976|35.628161
2336|E911837|[서해안선]하장|국가교통정보센터(고속도로)|126.779|35.736
2337|E911838|[서해안선]하저1교|국가교통정보센터(고속도로)|126.8731702|37.18306
2338|E911836|[서해안선]학산|국가교통정보센터(고속도로)|126.847389|35.278156
2339|E911839|[서해안선]함정|국가교통정보센터(고속도로)|126.48314666748|35.181957244873
2340|E911840|[서해안선]함평|국가교통정보센터(고속도로)|126.48167|35.09917
2341|E911841|[서해안선]함평분기점|국가교통정보센터(고속도로)|126.485|35.03
2342|E911842|[서해안선]함평천1교|국가교통정보센터(고속도로)|126.482467651367|35.1513557434082
2343|E911843|[서해안선]함평천지휴게소(서울)|국가교통정보센터(고속도로)|126.4811327|35.1307897
2344|E911844|[서해안선]함평휴게소|국가교통정보센터(고속도로)|126.47972|35.07361
2345|E911845|[서해안선]해미|국가교통정보센터(고속도로)|126.563|36.715
2346|E911846|[서해안선]해미쉼터(서울)|국가교통정보센터(고속도로)|126.553298950195|36.6365394592285
2347|E911847|[서해안선]해미천교|국가교통정보센터(고속도로)|126.559374|36.696459
2348|E911848|[서해안선]행담도전방|국가교통정보센터(고속도로)|126.81639|36.94306
2349|E911849|[서해안선]행담도후방|국가교통정보센터(고속도로)|126.80278|36.94306
2350|E911850|[서해안선]홍성|국가교통정보센터(고속도로)|126.5603431|36.59149088
2351|E911851|[서해안선]홍성휴게소|국가교통정보센터(고속도로)|126.58083|36.55139
2352|E911852|[서해안선]홍원육교|국가교통정보센터(고속도로)|126.8717373|37.01796165
2353|E911853|[서해안선]화봉교|국가교통정보센터(고속도로)|126.586524963378|36.5186614990234
2354|E911854|[서해안선]화성휴게소|국가교통정보센터(고속도로)|126.879658|37.14762
2355|E911855|[서해안선]화성휴게소2|국가교통정보센터(고속도로)|126.880519|37.140265
2356|E911856|[서해안선]화양|국가교통정보센터(고속도로)|126.766|36.06
2357|E911857|[서해안선]화평|국가교통정보센터(고속도로)|126.550430297851|35.2875785827636
2358|E911858|[서해안선]후포|국가교통정보센터(고속도로)|126.6906811|35.54194256
2359|E911859|[서해안선]휴암|국가교통정보센터(고속도로)|126.552551269531|36.6796035766601
2360|E911860|[서해안선]희곡육교|국가교통정보센터(고속도로)|126.8713338|36.97170145
2361|E911878|[수도권제1순환선][일산]수리터널(일산외부1)|국가교통정보센터(고속도로)|126.927207|37.375547
2362|E911879|[수도권제1순환선][일산]수리터널(일산외부2)|국가교통정보센터(고속도로)|126.905581|37.372735
2363|E911880|[수도권제1순환선][일산]수암터널(일산외부1)|국가교통정보센터(고속도로)|126.90079|37.37204
2364|E911881|[수도권제1순환선][일산]수암터널(일산외부2)|국가교통정보센터(고속도로)|126.886426|37.370151
2365|E911882|[수도권제1순환선][퇴계원]광암터널(퇴계원2)|국가교통정보센터(고속도로)|127.181299|37.517753
2366|E911883|[수도권제1순환선][판교1]광암터널(판교12)|국가교통정보센터(고속도로)|127.176728|37.516783
2367|E911884|[수도권제1순환선][판교]삼평터널(판교3)|국가교통정보센터(고속도로)|127.10207|37.407545
2368|E911886|[수도권제1순환선][판교]수리터널(판교외부1)|국가교통정보센터(고속도로)|126.905572|37.372359
2369|E911885|[수도권제1순환선][판교]수리터널(판교외부2)|국가교통정보센터(고속도로)|126.926891|37.375251
2370|E911888|[수도권제1순환선][판교]수암터널(판교외부1)|국가교통정보센터(고속도로)|126.886057|37.369784
2371|E911887|[수도권제1순환선][판교]수암터널(판교외부2)|국가교통정보센터(고속도로)|126.901179|37.372149
2372|E911915|[수도권제1순환선]가천대역BS|국가교통정보센터(고속도로)|127.1260556|37.44883333
2373|E911916|[수도권제1순환선]강일|국가교통정보센터(고속도로)|127.1655556|37.57333333
2374|E911917|[수도권제1순환선]강일육교|국가교통정보센터(고속도로)|127.17495727539|37.5596084594726
2375|E911918|[수도권제1순환선]거여고가교|국가교통정보센터(고속도로)|127.1389115|37.49291779
2376|E911919|[수도권제1순환선]계수1교|국가교통정보센터(고속도로)|126.81309|37.44125
2377|E911920|[수도권제1순환선]계수4교|국가교통정보센터(고속도로)|126.8073028|37.44729444
2378|E911921|[수도권제1순환선]계양|국가교통정보센터(고속도로)|126.74789|37.54679
2379|E911922|[수도권제1순환선]고양IC|국가교통정보센터(고속도로)|126.8188532|37.65786993
2380|E911923|[수도권제1순환선]공릉천교|국가교통정보센터(고속도로)|126.9053421|37.67345428
2381|E911924|[수도권제1순환선]광암터널2|국가교통정보센터(고속도로)|127.173364|37.516332
2382|E911925|[수도권제1순환선]광암터널3|국가교통정보센터(고속도로)|127.1866667|37.51916667
2383|E911926|[수도권제1순환선]구리|국가교통정보센터(고속도로)|127.1412691|37.61559764
2384|E911927|[수도권제1순환선]구리2|국가교통정보센터(고속도로)|127.144813537597|37.6089363098144
2385|E911928|[수도권제1순환선]구리영업소|국가교통정보센터(고속도로)|127.156692504882|37.5906066894531
2386|E911929|[수도권제1순환선]구리휴게소|국가교통정보센터(고속도로)|127.1384383|37.62754006
2387|E911931|[수도권제1순환선]금이2교|국가교통정보센터(고속도로)|126.8525438|37.39227378
2388|E911930|[수도권제1순환선]금이3교|국가교통정보센터(고속도로)|126.8350219|37.40812567
2389|E911891|[수도권제1순환선]금토|국가교통정보센터(고속도로)|127.082311|37.400169
2390|E911932|[수도권제1순환선]김포|국가교통정보센터(고속도로)|126.77417|37.59694
2391|E911933|[수도권제1순환선]김포대교(남단)|국가교통정보센터(고속도로)|126.783454895019|37.6017189025878
2392|E911934|[수도권제1순환선]김포대교(북단)|국가교통정보센터(고속도로)|126.797859191894|37.6166954040527
2393|E911935|[수도권제1순환선]김포영업소|국가교통정보센터(고속도로)|126.7613|37.58696
2394|E911936|[수도권제1순환선]남양주|국가교통정보센터(고속도로)|127.1536111|37.60222222
2395|E911937|[수도권제1순환선]내곡교|국가교통정보센터(고속도로)|126.8053419|37.64278814
2396|E911938|[수도권제1순환선]노고1터널(일산방향)|국가교통정보센터(고속도로)|126.946711|37.696746
2397|E911939|[수도권제1순환선]노고1터널(퇴계원방향)|국가교통정보센터(고속도로)|126.967328|37.707387
2398|E911940|[수도권제1순환선]노고2터널(일산방향)|국가교통정보센터(고속도로)|126.9413452|37.69298172
2399|E911941|[수도권제1순환선]노고2터널(퇴계원방향)|국가교통정보센터(고속도로)|126.9421692|37.6935997
2400|E911942|[수도권제1순환선]노오지분기점|국가교통정보센터(고속도로)|126.752503|37.568518
2401|E911943|[수도권제1순환선]논곡|국가교통정보센터(고속도로)|126.8515361|37.39284167
2402|E911944|[수도권제1순환선]대장교|국가교통정보센터(고속도로)|126.80445|37.626168
2403|E911945|[수도권제1순환선]동양-1|국가교통정보센터(고속도로)|126.752662658691|37.5623130798339
2404|E911946|[수도권제1순환선]동양동|국가교통정보센터(고속도로)|126.75089263916|37.5562438964843
2405|E911947|[수도권제1순환선]별내IC|국가교통정보센터(고속도로)|127.1169189|37.6603496
2406|E911948|[수도권제1순환선]복정교|국가교통정보센터(고속도로)|127.12556|37.45389
2407|E911949|[수도권제1순환선]불암산TG|국가교통정보센터(고속도로)|127.1245924|37.64860884
2408|E911950|[수도권제1순환선]불암터널(일산방향)|국가교통정보센터(고속도로)|127.1083478|37.67011175
2409|E911951|[수도권제1순환선]불암터널(퇴계원방향)|국가교통정보센터(고속도로)|127.0881779|37.6751007
2410|E911952|[수도권제1순환선]사패터널(일산방향)|국가교통정보센터(고속도로)|126.992627|37.722854
2411|E911953|[수도권제1순환선]사패터널(퇴계원방향)|국가교통정보센터(고속도로)|127.034761|37.712934
2412|E911954|[수도권제1순환선]산본|국가교통정보센터(고속도로)|126.93472|37.37611
2413|E911955|[수도권제1순환선]삼산1|국가교통정보센터(고속도로)|126.75085|37.51879
2414|E911956|[수도권제1순환선]삼산2|국가교통정보센터(고속도로)|126.75042|37.51797
2415|E911957|[수도권제1순환선]삼평1교|국가교통정보센터(고속도로)|127.100675|37.407443
2416|E911958|[수도권제1순환선]상일|국가교통정보센터(고속도로)|127.181422|37.5457231
2417|E911959|[수도권제1순환선]서운분기점|국가교통정보센터(고속도로)|126.75197|37.53357
2418|E911960|[수도권제1순환선]서운분기점1|국가교통정보센터(고속도로)|126.751838684082|37.525650024414
2419|E911961|[수도권제1순환선]서하남|국가교통정보센터(고속도로)|127.145568847656|37.5064468383789
2420|E911962|[수도권제1순환선]서하남2|국가교통정보센터(고속도로)|127.14972|37.51167
2421|E911963|[수도권제1순환선]서하남휴게소|국가교통정보센터(고속도로)|127.191360473632|37.5219421386718
2422|E911964|[수도권제1순환선]성남|국가교통정보센터(고속도로)|127.12361|37.42889
2423|E911965|[수도권제1순환선]성남삼평교|국가교통정보센터(고속도로)|127.119011|37.411874
2424|E911966|[수도권제1순환선]성남삼평교2|국가교통정보센터(고속도로)|127.12311553955|37.4186477661132
2425|E911967|[수도권제1순환선]성남영업소|국가교통정보센터(고속도로)|127.122947692871|37.4366302490234
2426|E911968|[수도권제1순환선]성남요금소|국가교통정보센터(고속도로)|127.12262|37.43909
2427|E911969|[수도권제1순환선]소래터널(일산)|국가교통정보센터(고속도로)|126.77393|37.45864
2428|E911970|[수도권제1순환선]소래터널-시흥|국가교통정보센터(고속도로)|126.784339904785|37.4581565856933
2429|E911971|[수도권제1순환선]송내|국가교통정보센터(고속도로)|126.74916|37.48181
2430|E911972|[수도권제1순환선]송내진입|국가교통정보센터(고속도로)|126.746894836425|37.4882354736328
2431|E911973|[수도권제1순환선]송추IC|국가교통정보센터(고속도로)|126.9726364|37.71132287
2432|E911974|[수도권제1순환선]송파|국가교통정보센터(고속도로)|127.12944|37.475
2433|E911975|[수도권제1순환선]송파진입로|국가교통정보센터(고속도로)|127.130875|37.47314722
2434|E911976|[수도권제1순환선]수락터널(일산방향)|국가교통정보센터(고속도로)|127.0855315|37.67738705
2435|E911977|[수도권제1순환선]수락터널(퇴계원방향)|국가교통정보센터(고속도로)|127.0563465|37.69209726
2436|E911978|[수도권제1순환선]시흥|국가교통정보센터(고속도로)|126.7973394|37.45603126
2437|E911979|[수도권제1순환선]시흥TG_일산|국가교통정보센터(고속도로)|126.8058694|37.44878056
2438|E911980|[수도권제1순환선]시흥영업소|국가교통정보센터(고속도로)|126.803848266601|37.4507255554199
2439|E911981|[수도권제1순환선]시흥하늘휴게소1|국가교통정보센터(고속도로)|126.855499267578|37.3836669921875
2440|E911982|[수도권제1순환선]시흥하늘휴게소2|국가교통정보센터(고속도로)|126.857559204101|37.3757972717285
2441|E911983|[수도권제1순환선]안양터널|국가교통정보센터(고속도로)|126.9470391|37.37926614
2442|E911984|[수도권제1순환선]안현분기점|국가교통정보센터(고속도로)|126.817284|37.436757
2443|E911985|[수도권제1순환선]양주TG|국가교통정보센터(고속도로)|126.9204359|37.68079826
2444|E911986|[수도권제1순환선]위례|국가교통정보센터(고속도로)|127.135360717773|37.4817733764648
2445|E911987|[수도권제1순환선]위례2|국가교통정보센터(고속도로)|127.1308972|37.47602778
2446|E911988|[수도권제1순환선]의정부IC|국가교통정보센터(고속도로)|127.0521159|37.69429847
2447|E911989|[수도권제1순환선]인천대공원|국가교통정보센터(고속도로)|126.76350402832|37.4615097045898
2448|E911990|[수도권제1순환선]일산|국가교통정보센터(고속도로)|126.8046413|37.63591795
2449|E911991|[수도권제1순환선]일신|국가교통정보센터(고속도로)|126.750871|37.478065
2450|E911992|[수도권제1순환선]자유로분기점|국가교통정보센터(고속도로)|126.79972|37.61833
2451|E911993|[수도권제1순환선]장수|국가교통정보센터(고속도로)|126.75594|37.46442
2452|E911994|[수도권제1순환선]장수2|국가교통정보센터(고속도로)|126.75513|37.47267
2453|E911995|[수도권제1순환선]재너머골|국가교통정보센터(고속도로)|126.8289369|37.41949685
2454|E911996|[수도권제1순환선]조남2교|국가교통정보센터(고속도로)|126.85993|37.373
2455|E911997|[수도권제1순환선]조남3교|국가교통정보센터(고속도로)|126.855087280273|37.3872528076171
2456|E911998|[수도권제1순환선]조남분기점|국가교통정보센터(고속도로)|126.8719522|37.36860128
2457|E911999|[수도권제1순환선]조남분기점2|국가교통정보센터(고속도로)|126.865531921386|37.3696823120117
2458|E912000|[수도권제1순환선]중동|국가교통정보센터(고속도로)|126.74727|37.5018
2459|E912001|[수도권제1순환선]중동진입|국가교통정보센터(고속도로)|126.74925994873|37.5123062133789
2460|E912002|[수도권제1순환선]중동진출|국가교통정보센터(고속도로)|126.748916625976|37.5105285644531
2461|E912003|[수도권제1순환선]청계요금소|국가교통정보센터(고속도로)|127.02722|37.39333
2462|E912004|[수도권제1순환선]청계운중교|국가교통정보센터(고속도로)|127.062568|37.395054
2463|E912005|[수도권제1순환선]청계운중교2|국가교통정보센터(고속도로)|127.076919555664|37.3961105346679
2464|E912006|[수도권제1순환선]청계터널2|국가교통정보센터(고속도로)|127.030311584472|37.3933525085449
2465|E912007|[수도권제1순환선]청계터널4|국가교통정보센터(고속도로)|127.0516667|37.39638889
2466|E911889|[수도권제1순환선]청계휴게소|국가교통정보센터(고속도로)|127.022324|37.392828
2467|E911892|[수도권제1순환선]초일|국가교통정보센터(고속도로)|127.187361|37.535144
2468|E912020|[수도권제1순환선]태평|국가교통정보센터(고속도로)|127.1228889|37.4405
2469|E912008|[수도권제1순환선]토평|국가교통정보센터(고속도로)|127.156631|37.58428
2470|E912009|[수도권제1순환선]통일로IC|국가교통정보센터(고속도로)|126.8869537|37.67410796
2471|E912010|[수도권제1순환선]퇴계원|국가교통정보센터(고속도로)|127.13361|37.63944
2472|E912011|[수도권제1순환선]판교램프|국가교통정보센터(고속도로)|127.0946503|37.40575027
2473|E912012|[수도권제1순환선]판교분기점|국가교통정보센터(고속도로)|127.09706|37.40665
2474|E912013|[수도권제1순환선]평촌|국가교통정보센터(고속도로)|126.97054|37.38049
2475|E912014|[수도권제1순환선]평촌2|국가교통정보센터(고속도로)|126.9814772|37.3807348
2476|E912015|[수도권제1순환선]평촌고가교|국가교통정보센터(고속도로)|126.96423|37.38198
2477|E912016|[수도권제1순환선]하남분기점|국가교통정보센터(고속도로)|127.19361|37.5325
2478|E912017|[수도권제1순환선]학의분기점|국가교통정보센터(고속도로)|126.99123|37.38482
2479|E911890|[수도권제2순환선(봉담동탄)]동탄JC(동탄)|국가교통정보센터(고속도로)|127.094965|37.177608
2480|E912018|[수도권제2순환선(봉담동탄)]필봉산터널(동탄)|국가교통정보센터(고속도로)|127.0738395|37.1806966
2481|E912021|[수도권제2순환선(봉담동탄)]필봉산터널(봉담)|국가교통정보센터(고속도로)|127.0703261|37.182124
2482|E911861|[수도권제2순환선(봉담송산)]남봉담IC|국가교통정보센터(고속도로)|126.9399729|37.20227977
2483|E911862|[수도권제2순환선(봉담송산)]남비봉IC|국가교통정보센터(고속도로)|126.8823581|37.1992413
2484|E911863|[수도권제2순환선(봉담송산)]남비봉팔탄|국가교통정보센터(고속도로)|126.8915819|37.2001884
2485|E911864|[수도권제2순환선(봉담송산)]남양졸음쉼터|국가교통정보센터(고속도로)|126.8477899|37.18891609
2486|E911866|[수도권제2순환선(봉담송산)]마도IC|국가교통정보센터(고속도로)|126.7835046|37.18784227
2487|E911865|[수도권제2순환선(봉담송산)]마도JCT|국가교통정보센터(고속도로)|126.7738175|37.19162333
2488|E911867|[수도권제2순환선(봉담송산)]봉담터널|국가교통정보센터(고속도로)|126.9051303|37.20661443
